1428590367733;2;0,00
1428590368873;2;255
1428590399225;2;0
1428590401915;3;TRUE
1428590402631;3;1.5667578
1428590403624;3;0.17349805
1428590409624;3;0.11019471
1428590410624;3;0.15532765
1428590465628;3;0.23914596
1428590466628;3;0.15943064
1428591415708;3;0.08762824
1428591416709;3;0.15093158
1428591437724;3;0.22800927
1428591438708;3;0.16236135
1428591736734;3;0.055390425
1428591737733;3;0.0
1428592145768;3;0.9847187
1428592146766;3;0.19518532
1428592345784;3;0.1658782
1428592572801;3;0.10404022
1428592573802;3;0.15972371
1428592577802;3;0.1922546
1428592578802;3;0.16177522
1428592693813;3;0.051580504
1428592694813;3;0.0
1428593167850;3;0.58467674
1428593168850;3;0.18873775
1428593169851;3;0.21921714
1428593248857;3;0.18610011
1428593647890;3;0.15562072
1428593648891;3;0.028720962
1428593649889;3;0.0
1428594179934;3;0.3894914
1428594180934;3;0.18375555
1428594181933;3;0.22302707
1428594248939;3;0.18932389
1428594439954;3;0.160896
1428594505960;3;0.103454076
1428594506961;3;0.15855142
1428594582966;3;0.3056731
1428594583967;3;0.16206828
1428594594968;3;0.11927991
1428594595968;3;0.15943064
1428594609969;3;0.20016752
1428594610970;3;0.006154492
1428594611969;3;0.0
1428595211021;3;0.95101553
1428595212019;3;0.18580703
1428595213020;3;0.21540721
1428595296026;3;0.18287633
1428595410035;3;0.10491943
1428595411036;3;0.16118906
1428595450040;3;0.1943061
1428595451039;3;0.16148214
1428595465040;3;0.12719283
1428595466040;3;0.15972371
1428595506044;3;0.27783135
1428595507043;3;0.16177522
1428595510043;3;0.1274859
1428595511044;3;0.16060293
1428595633054;3;0.11752149
1428595634055;3;0.0
1428596264108;3;1.1420978
1428596265106;3;0.18844467
1428596273107;3;0.21687257
1428596334113;3;0.18404861
1428596490125;3;0.15239695
1428596669139;3;0.09319659
1428596670141;3;0.0
1428596936164;2;255
1428596936211;2;255
1428596936237;2;255
1428596936261;2;255
1428596937161;3;0.022273399
1428596938161;3;0.027255606
1428596949359;2;0
1428596950163;3;0.0035168524
1428596951162;3;0.0
1428597263189;3;0.7789828
1428597264188;3;0.1972368
1428597405200;3;0.16734356
1428597462205;3;0.12895125
1428597463205;3;0.160896
1428597667222;3;0.10697093
1428597668223;3;0.0
1428598326278;3;1.188403
1428598327277;3;0.19137539
1428598490290;3;0.16265443
1428598496107;2;255
1428598496290;3;0.097006515
1428598497339;3;0.21628642
1428598507292;3;0.17467034
1428598507341;2;0
1428598519924;3;FALSE
1428598520634;3;0.0
1428598546269;2;255
