1428599097936;2;255;
1428599098412;3;0.025204109;
1428599099405;3;0.054804284;
1428599101719;2;0;
1428599102406;3;0.028427891;
1428599103405;3;0.009964415;
1428599221568;2;;
1428599340515;2;;
1428599459237;2;;
1428599459287;2;;
1428599553728;2;255;
1428599554603;3;0.03663388;
1428599555443;3;0.054218143;
1428599563444;3;0.018756546;
1428599564446;3;0.009671344;
1428599659453;3;0.01963576;
1428599660453;3;1.7628223;
1428599661452;3;0.37366557;
1428599662451;3;0.2913126;
1428599712638;2;;
1428599831061;2;;
1428599840467;3;0.24735196;
1428599950049;2;;
1428600068785;2;;
1428600135491;3;0.21013193;
1428600187769;2;;
1428600306503;2;;
1428600425232;2;;
1428600544148;2;;
1428600662732;2;;
1428600662777;2;;
1428600781467;2;;
1428600900146;2;;
1428600900289;2;;
1428600900546;2;;
1428601018894;2;;
1428601137635;2;;
1428601256370;2;;
1428601375104;2;;
1428601493839;2;;
1428601612565;2;;
1428601731525;2;;
1428601850493;2;;
1428601969458;2;;
1428602088179;2;;
1428602206912;2;;
1428602317472;3;;
1428602325654;2;;
1428602444408;2;;
1428602563160;2;;
1428602681921;2;;
1428602800679;2;;
1428602919433;2;;
1428603038189;2;;
1428603156955;2;;
1428603275713;2;;
1428603394732;2;;
1428603513513;2;;
1428603632288;2;;
1428603734408;3;0.18229018;
1428603751050;2;;
1428603869834;2;;
1428603988607;2;;
1428604107371;2;;
1428604226135;2;;
1428604344900;2;;
1428604463665;2;;
1428604582438;2;;
1428604701223;2;;
1428604820001;2;;
1428604938783;2;;
1428605057573;2;;
1428605176364;2;;
1428605295161;2;;
1428605413959;2;;
1428605532756;2;;
1428605651554;2;;
1428605770395;2;;
1428605889146;2;;
1428605917319;3;;
1428606007948;2;;
1428606126757;2;;
1428606245538;2;;
1428606364342;2;;
1428606483151;2;;
1428606601958;2;;
1428606720773;2;;
1428606839572;2;;
1428606958348;2;;
1428607077134;2;;
1428607195915;2;;
1428607314685;2;;
1428607334260;3;0.1811179;
1428607433478;2;;
1428607552280;2;;
1428607671085;2;;
1428607789895;2;;
1428607908714;2;;
1428608027532;2;;
1428608146346;2;;
1428608265161;2;;
1428608383961;2;;
1428608502762;2;;
1428608621557;2;;
1428608740351;2;;
1428608859141;2;;
1428608977945;2;;
1428609096748;2;;
1428609215549;2;;
1428609334345;2;;
1428609453146;2;;
1428609517170;3;;
1428609571946;2;;
1428609690749;2;;
1428609809546;2;;
1428609928343;2;;
1428610047145;2;;
1428610165952;2;;
1428610284751;2;;
1428610403555;2;;
1428610522367;2;;
1428610641177;2;;
1428610739373;3;0.0049822074;
1428610740372;3;0.0;
1428610760003;2;;
1428610878836;2;;
1428610997667;2;;
1428611116488;2;;
1428611235292;2;;
1428611354080;2;;
1428611472839;2;;
1428611591586;2;;
1428611710323;2;;
1428611829042;2;;
1428611947751;2;;
1428612066434;2;;
1428612185100;2;;
1428612303760;2;;
1428612422653;2;;
1428612541538;2;;
1428612660157;2;;
1428612779010;2;;
1428612897846;2;;
1428613016668;2;;
1428613117022;3;;
1428613135471;2;;
1428613254308;2;;
1428613373029;2;;
1428613491795;2;;
1428613610551;2;;
1428613729308;2;;
1428613848047;2;;
1428613966781;2;;
1428614085514;2;;
1428614204235;2;;
1428614322960;2;;
1428614339971;3;0.0;
1428614441665;2;;
1428614560361;2;;
1428614679037;2;;
1428614797708;2;;
1428614916380;2;;
1428615035046;2;;
1428615153701;2;;
1428615272339;2;;
1428615330757;3;0.8103414;
1428615331755;3;2.3035383;
1428615332756;3;0.31124145;
1428615350757;3;0.264057;
1428615390965;2;;
1428615509832;2;;
1428615628710;2;;
1428615747340;2;;
1428615838798;3;0.22419934;
1428615865963;2;;
1428615984849;2;;
1428616103481;2;;
1428616222109;2;;
1428616340752;2;;
1428616459397;2;;
1428616578302;2;;
1428616666868;3;0.19049618;
1428616696968;2;;
1428616716875;3;;
1428616815646;2;;
1428616934340;2;;
1428617053290;2;;
1428617171984;2;;
1428617290685;2;;
1428617409649;2;;
1428617528360;2;;
1428617647087;2;;
1428617765817;2;;
1428617884550;2;;
1428618003281;2;;
1428618122029;2;;
1428618240778;2;;
1428618359532;2;;
1428618478298;2;;
1428618596822;2;;
1428618715595;2;;
1428618834376;2;;
1428618953167;2;;
1428619071960;2;;
1428619190759;2;;
1428619309563;2;;
1428619428122;2;;
1428619546937;2;;
1428619665506;2;;
1428619784312;2;;
1428619903118;2;;
1428620021680;2;;
1428620140253;2;;
1428620259075;2;;
1428620265726;3;0.17965254;
1428620316725;3;;
1428620377903;2;;
1428620496727;2;;
1428620615542;2;;
1428620734365;2;;
1428620844215;3;0.22507855;
1428620852939;2;;
1428620859215;3;0.18053176;
1428620971751;2;;
1428621090561;2;;
1428621209375;2;;
1428621328208;2;;
1428621447040;2;;
1428621565633;2;;
1428621684475;2;;
1428621803322;2;;
1428621921934;2;;
1428622040788;2;;
